alt_km	edep_ktkm	edepmin_ktkm	edepmax_ktkm
49.536	1.602E-02	1.282E-02	5.126E-02
49.423	1.686E-02	1.348E-02	5.394E-02
49.310	1.686E-02	1.349E-02	5.395E-02
49.255	1.603E-02	1.283E-02	5.131E-02
49.086	1.646E-02	1.317E-02	5.266E-02
48.973	1.688E-02	1.350E-02	5.401E-02
48.861	1.730E-02	1.384E-02	5.535E-02
48.691	1.855E-02	1.484E-02	5.936E-02
48.633	1.938E-02	1.551E-02	6.203E-02
48.576	2.063E-02	1.650E-02	6.602E-02
48.574	2.188E-02	1.750E-02	7.000E-02
48.460	2.313E-02	1.850E-02	7.400E-02
48.403	2.437E-02	1.950E-02	7.799E-02
48.233	2.521E-02	2.017E-02	8.067E-02
48.120	2.605E-02	2.084E-02	8.335E-02
48.006	2.730E-02	2.184E-02	8.735E-02
47.836	2.813E-02	2.251E-02	9.003E-02
47.779	2.938E-02	2.350E-02	9.402E-02
47.721	3.063E-02	2.450E-02	9.801E-02
47.608	3.146E-02	2.517E-02	1.007E-01
47.606	3.312E-02	2.650E-02	1.060E-01
47.548	3.437E-02	2.750E-02	1.100E-01
47.436	3.396E-02	2.717E-02	1.087E-01
47.325	3.272E-02	2.618E-02	1.047E-01
47.156	3.356E-02	2.685E-02	1.074E-01
47.045	3.274E-02	2.619E-02	1.048E-01
46.990	3.191E-02	2.553E-02	1.021E-01
46.876	3.316E-02	2.653E-02	1.061E-01
46.818	3.441E-02	2.753E-02	1.101E-01
46.707	3.358E-02	2.687E-02	1.075E-01
46.652	3.276E-02	2.620E-02	1.048E-01
46.541	3.193E-02	2.555E-02	1.022E-01
46.427	3.318E-02	2.655E-02	1.062E-01
46.369	3.443E-02	2.754E-02	1.102E-01
46.255	3.568E-02	2.854E-02	1.142E-01
46.201	3.402E-02	2.722E-02	1.089E-01
46.091	3.237E-02	2.590E-02	1.036E-01
45.923	3.238E-02	2.590E-02	1.036E-01
45.810	3.280E-02	2.624E-02	1.050E-01
45.699	3.197E-02	2.558E-02	1.023E-01
45.588	3.115E-02	2.492E-02	9.968E-02
45.534	2.949E-02	2.360E-02	9.438E-02
45.425	2.701E-02	2.161E-02	8.643E-02
45.423	2.826E-02	2.260E-02	9.042E-02
45.370	2.577E-02	2.062E-02	8.246E-02
45.315	2.453E-02	1.962E-02	7.849E-02
45.262	2.246E-02	1.797E-02	7.186E-02
45.208	2.080E-02	1.664E-02	6.656E-02
45.150	2.205E-02	1.764E-02	7.055E-02
45.037	2.288E-02	1.831E-02	7.322E-02
44.981	2.247E-02	1.798E-02	7.191E-02
44.927	2.123E-02	1.698E-02	6.793E-02
44.761	1.958E-02	1.566E-02	6.265E-02
44.648	2.000E-02	1.600E-02	6.400E-02
44.534	2.125E-02	1.700E-02	6.800E-02
44.477	2.167E-02	1.733E-02	6.933E-02
44.366	2.084E-02	1.667E-02	6.670E-02
44.199	2.002E-02	1.602E-02	6.407E-02
43.975	1.920E-02	1.536E-02	6.145E-02
43.862	2.004E-02	1.603E-02	6.412E-02
43.750	1.963E-02	1.570E-02	6.281E-02
43.695	1.922E-02	1.537E-02	6.149E-02
43.640	1.798E-02	1.438E-02	5.752E-02
43.472	1.757E-02	1.406E-02	5.622E-02
43.303	1.841E-02	1.473E-02	5.890E-02
43.133	1.925E-02	1.540E-02	6.159E-02
43.077	1.966E-02	1.573E-02	6.292E-02
43.020	2.050E-02	1.640E-02	6.559E-02
42.908	2.009E-02	1.607E-02	6.428E-02
42.853	1.926E-02	1.541E-02	6.163E-02
42.683	2.051E-02	1.641E-02	6.564E-02
42.401	2.136E-02	1.708E-02	6.834E-02
42.290	2.053E-02	1.643E-02	6.570E-02
42.179	1.971E-02	1.577E-02	6.307E-02
42.065	2.054E-02	1.643E-02	6.574E-02
41.952	2.138E-02	1.710E-02	6.841E-02
41.839	2.221E-02	1.777E-02	7.108E-02
41.779	2.471E-02	1.976E-02	7.906E-02
41.725	2.305E-02	1.844E-02	7.376E-02
41.615	2.181E-02	1.745E-02	6.979E-02
41.503	2.140E-02	1.712E-02	6.848E-02
41.392	2.058E-02	1.646E-02	6.585E-02
41.278	2.141E-02	1.713E-02	6.852E-02
41.221	2.224E-02	1.780E-02	7.118E-02
41.053	2.184E-02	1.747E-02	6.988E-02
40.999	2.060E-02	1.648E-02	6.591E-02
40.888	1.977E-02	1.582E-02	6.327E-02
40.664	1.937E-02	1.550E-02	6.198E-02
40.495	1.938E-02	1.550E-02	6.201E-02
40.438	2.063E-02	1.650E-02	6.600E-02
40.379	2.229E-02	1.783E-02	7.132E-02
40.321	2.436E-02	1.949E-02	7.797E-02
40.318	2.602E-02	2.082E-02	8.327E-02
40.316	2.768E-02	2.215E-02	8.858E-02
40.258	2.934E-02	2.348E-02	9.390E-02
40.089	2.977E-02	2.381E-02	9.526E-02
39.920	3.061E-02	2.448E-02	9.794E-02
39.862	3.144E-02	2.515E-02	1.006E-01
39.692	3.311E-02	2.648E-02	1.059E-01
39.634	3.435E-02	2.748E-02	1.099E-01
39.633	3.560E-02	2.848E-02	1.139E-01
39.519	3.643E-02	2.915E-02	1.166E-01
39.406	3.727E-02	2.981E-02	1.193E-01
39.404	3.893E-02	3.114E-02	1.246E-01
39.402	4.059E-02	3.247E-02	1.299E-01
39.400	4.225E-02	3.380E-02	1.352E-01
39.341	4.391E-02	3.513E-02	1.405E-01
39.339	4.557E-02	3.645E-02	1.458E-01
39.280	4.764E-02	3.812E-02	1.525E-01
39.223	4.889E-02	3.911E-02	1.565E-01
39.220	5.055E-02	4.044E-02	1.618E-01
39.218	5.221E-02	4.177E-02	1.671E-01
39.211	5.760E-02	4.608E-02	1.843E-01
39.160	5.387E-02	4.310E-02	1.724E-01
39.158	5.553E-02	4.442E-02	1.777E-01
39.152	6.009E-02	4.807E-02	1.923E-01
39.149	6.217E-02	4.973E-02	1.989E-01
39.148	6.300E-02	5.040E-02	2.016E-01
39.146	6.507E-02	5.206E-02	2.082E-01
39.144	6.673E-02	5.338E-02	2.135E-01
39.141	6.839E-02	5.471E-02	2.188E-01
39.139	7.046E-02	5.637E-02	2.255E-01
39.081	7.213E-02	5.770E-02	2.308E-01
39.078	7.420E-02	5.936E-02	2.374E-01
39.076	7.586E-02	6.069E-02	2.427E-01
39.073	7.793E-02	6.235E-02	2.494E-01
39.071	7.959E-02	6.367E-02	2.547E-01
39.069	8.084E-02	6.467E-02	2.587E-01
39.011	8.250E-02	6.600E-02	2.640E-01
39.009	8.374E-02	6.699E-02	2.680E-01
39.008	8.499E-02	6.799E-02	2.720E-01
39.006	8.623E-02	6.899E-02	2.759E-01
39.005	8.748E-02	6.998E-02	2.799E-01
39.003	8.914E-02	7.131E-02	2.852E-01
38.999	9.162E-02	7.330E-02	2.932E-01
38.998	9.287E-02	7.430E-02	2.972E-01
38.995	9.494E-02	7.595E-02	3.038E-01
38.992	9.702E-02	7.761E-02	3.105E-01
38.991	9.826E-02	7.861E-02	3.144E-01
38.989	9.992E-02	7.994E-02	3.197E-01
38.983	1.045E-01	8.359E-02	3.343E-01
38.945	9.038E-02	7.231E-02	2.892E-01
38.930	1.016E-01	8.127E-02	3.251E-01
38.928	1.032E-01	8.259E-02	3.304E-01
38.925	1.061E-01	8.492E-02	3.397E-01
38.922	1.082E-01	8.658E-02	3.463E-01
38.920	1.095E-01	8.757E-02	3.503E-01
38.918	1.111E-01	8.890E-02	3.556E-01
38.860	1.124E-01	8.990E-02	3.596E-01
38.858	1.140E-01	9.122E-02	3.649E-01
38.803	1.192E-01	9.540E-02	3.816E-01
38.802	1.178E-01	9.427E-02	3.771E-01
38.801	1.157E-01	9.258E-02	3.703E-01
38.770	1.319E-01	1.055E-01	4.221E-01
38.769	1.298E-01	1.038E-01	4.154E-01
38.767	1.270E-01	1.016E-01	4.064E-01
38.766	1.249E-01	9.990E-02	3.996E-01
38.765	1.228E-01	9.821E-02	3.928E-01
38.765	1.214E-01	9.709E-02	3.883E-01
38.733	1.375E-01	1.100E-01	4.401E-01
38.732	1.361E-01	1.089E-01	4.356E-01
38.732	1.347E-01	1.078E-01	4.311E-01
38.731	1.333E-01	1.067E-01	4.266E-01
38.729	1.284E-01	1.027E-01	4.109E-01
38.727	1.242E-01	9.934E-02	3.974E-01
38.655	1.397E-01	1.117E-01	4.469E-01
38.617	1.425E-01	1.140E-01	4.559E-01
38.617	1.411E-01	1.129E-01	4.514E-01
38.579	1.446E-01	1.157E-01	4.627E-01
38.541	1.474E-01	1.179E-01	4.717E-01
38.503	1.502E-01	1.202E-01	4.807E-01
38.502	1.488E-01	1.191E-01	4.762E-01
38.426	1.530E-01	1.224E-01	4.897E-01
38.425	1.523E-01	1.219E-01	4.875E-01
38.387	1.552E-01	1.241E-01	4.965E-01
38.352	1.643E-01	1.314E-01	5.258E-01
38.351	1.622E-01	1.298E-01	5.190E-01
38.350	1.594E-01	1.275E-01	5.100E-01
38.349	1.566E-01	1.253E-01	5.010E-01
38.314	1.671E-01	1.337E-01	5.348E-01
38.314	1.657E-01	1.326E-01	5.303E-01
38.276	1.685E-01	1.348E-01	5.393E-01
38.202	1.784E-01	1.427E-01	5.708E-01
38.201	1.770E-01	1.416E-01	5.663E-01
38.200	1.756E-01	1.405E-01	5.618E-01
38.200	1.742E-01	1.393E-01	5.573E-01
38.199	1.721E-01	1.376E-01	5.506E-01
38.198	1.692E-01	1.354E-01	5.416E-01
38.124	1.805E-01	1.444E-01	5.776E-01
38.046	1.805E-01	1.444E-01	5.777E-01
37.889	1.812E-01	1.450E-01	5.800E-01
37.810	1.820E-01	1.456E-01	5.823E-01
37.772	1.834E-01	1.467E-01	5.868E-01
37.733	1.841E-01	1.473E-01	5.890E-01
37.655	1.855E-01	1.484E-01	5.936E-01
37.616	1.876E-01	1.501E-01	6.003E-01
37.579	1.911E-01	1.529E-01	6.116E-01
37.578	1.890E-01	1.512E-01	6.048E-01
37.541	1.946E-01	1.557E-01	6.229E-01
37.540	1.925E-01	1.540E-01	6.161E-01
37.463	1.961E-01	1.568E-01	6.274E-01
37.424	1.975E-01	1.580E-01	6.319E-01
37.386	1.989E-01	1.591E-01	6.364E-01
37.347	2.010E-01	1.608E-01	6.432E-01
37.308	2.017E-01	1.614E-01	6.455E-01
37.272	2.073E-01	1.659E-01	6.635E-01
37.271	2.052E-01	1.642E-01	6.567E-01
37.270	2.038E-01	1.631E-01	6.522E-01
37.236	2.158E-01	1.726E-01	6.905E-01
37.235	2.137E-01	1.709E-01	6.837E-01
37.234	2.116E-01	1.692E-01	6.770E-01
37.233	2.094E-01	1.676E-01	6.702E-01
37.198	2.172E-01	1.738E-01	6.950E-01
37.159	2.193E-01	1.754E-01	7.018E-01
37.124	2.270E-01	1.816E-01	7.265E-01
37.123	2.256E-01	1.805E-01	7.220E-01
37.121	2.221E-01	1.777E-01	7.108E-01
37.087	2.334E-01	1.867E-01	7.468E-01
37.086	2.306E-01	1.845E-01	7.378E-01
37.050	2.369E-01	1.895E-01	7.581E-01
37.049	2.348E-01	1.878E-01	7.513E-01
37.011	2.383E-01	1.906E-01	7.626E-01
36.973	2.411E-01	1.929E-01	7.716E-01
36.973	2.397E-01	1.918E-01	7.671E-01
36.935	2.425E-01	1.940E-01	7.761E-01
36.896	2.439E-01	1.952E-01	7.806E-01
36.857	2.454E-01	1.963E-01	7.852E-01
36.820	2.503E-01	2.002E-01	8.009E-01
36.820	2.489E-01	1.991E-01	7.964E-01
36.819	2.468E-01	1.974E-01	7.897E-01
36.782	2.517E-01	2.014E-01	8.054E-01
36.743	2.531E-01	2.025E-01	8.100E-01
36.706	2.587E-01	2.070E-01	8.280E-01
36.705	2.559E-01	2.047E-01	8.190E-01
36.704	2.545E-01	2.036E-01	8.145E-01
36.669	2.637E-01	2.109E-01	8.437E-01
36.669	2.623E-01	2.098E-01	8.392E-01
36.668	2.609E-01	2.087E-01	8.347E-01
36.631	2.651E-01	2.121E-01	8.483E-01
36.552	2.658E-01	2.126E-01	8.505E-01
36.518	2.756E-01	2.205E-01	8.821E-01
36.517	2.742E-01	2.194E-01	8.775E-01
36.516	2.721E-01	2.177E-01	8.708E-01
36.515	2.693E-01	2.154E-01	8.618E-01
36.479	2.763E-01	2.211E-01	8.843E-01
36.400	2.764E-01	2.211E-01	8.843E-01
36.360	2.757E-01	2.205E-01	8.821E-01
36.320	2.736E-01	2.188E-01	8.754E-01
36.280	2.714E-01	2.172E-01	8.686E-01
36.279	2.693E-01	2.155E-01	8.619E-01
36.278	2.686E-01	2.149E-01	8.596E-01
36.238	2.672E-01	2.138E-01	8.552E-01
36.238	2.658E-01	2.127E-01	8.507E-01
36.198	2.644E-01	2.115E-01	8.462E-01
36.197	2.630E-01	2.104E-01	8.417E-01
36.196	2.602E-01	2.082E-01	8.327E-01
36.195	2.588E-01	2.070E-01	8.282E-01
36.194	2.574E-01	2.059E-01	8.237E-01
36.154	2.560E-01	2.048E-01	8.192E-01
36.114	2.539E-01	2.031E-01	8.124E-01
36.074	2.525E-01	2.020E-01	8.080E-01
36.034	2.518E-01	2.014E-01	8.057E-01
35.995	2.504E-01	2.003E-01	8.012E-01
35.915	2.476E-01	1.981E-01	7.923E-01
35.913	2.448E-01	1.958E-01	7.833E-01
35.913	2.434E-01	1.947E-01	7.788E-01
35.873	2.427E-01	1.941E-01	7.765E-01
35.833	2.420E-01	1.936E-01	7.743E-01
35.793	2.406E-01	1.925E-01	7.698E-01
35.793	2.392E-01	1.913E-01	7.653E-01
35.792	2.370E-01	1.896E-01	7.586E-01
35.752	2.356E-01	1.885E-01	7.541E-01
35.712	2.349E-01	1.880E-01	7.518E-01
35.711	2.328E-01	1.863E-01	7.451E-01
35.671	2.321E-01	1.857E-01	7.428E-01
35.631	2.300E-01	1.840E-01	7.361E-01
35.630	2.272E-01	1.818E-01	7.271E-01
35.629	2.258E-01	1.807E-01	7.226E-01
35.628	2.237E-01	1.790E-01	7.159E-01
35.628	2.230E-01	1.784E-01	7.136E-01
35.588	2.216E-01	1.773E-01	7.091E-01
35.548	2.202E-01	1.762E-01	7.046E-01
35.546	2.174E-01	1.739E-01	6.956E-01
35.546	2.160E-01	1.728E-01	6.911E-01
35.467	2.153E-01	1.722E-01	6.889E-01
35.426	2.132E-01	1.705E-01	6.822E-01
35.426	2.118E-01	1.694E-01	6.777E-01
35.425	2.097E-01	1.677E-01	6.709E-01
35.424	2.083E-01	1.666E-01	6.664E-01
35.384	2.076E-01	1.660E-01	6.642E-01
35.383	2.055E-01	1.644E-01	6.574E-01
35.382	2.033E-01	1.627E-01	6.507E-01
35.381	2.012E-01	1.610E-01	6.439E-01
35.341	1.998E-01	1.599E-01	6.395E-01
35.341	1.984E-01	1.587E-01	6.350E-01
35.301	1.970E-01	1.576E-01	6.305E-01
35.261	1.956E-01	1.565E-01	6.260E-01
35.221	1.942E-01	1.554E-01	6.215E-01
35.221	1.935E-01	1.548E-01	6.192E-01
35.180	1.914E-01	1.531E-01	6.125E-01
35.140	1.900E-01	1.520E-01	6.080E-01
35.100	1.886E-01	1.509E-01	6.035E-01
35.100	1.872E-01	1.498E-01	5.990E-01
35.060	1.858E-01	1.486E-01	5.946E-01
35.059	1.851E-01	1.481E-01	5.923E-01
35.059	1.837E-01	1.470E-01	5.878E-01
35.058	1.816E-01	1.453E-01	5.811E-01
35.057	1.809E-01	1.447E-01	5.788E-01
35.017	1.781E-01	1.425E-01	5.698E-01
34.977	1.774E-01	1.419E-01	5.676E-01
34.937	1.767E-01	1.413E-01	5.653E-01
34.936	1.746E-01	1.396E-01	5.586E-01
34.936	1.732E-01	1.385E-01	5.541E-01
34.935	1.717E-01	1.374E-01	5.496E-01
34.933	1.668E-01	1.335E-01	5.338E-01
34.895	1.696E-01	1.357E-01	5.429E-01
34.892	1.647E-01	1.318E-01	5.271E-01
34.892	1.633E-01	1.307E-01	5.226E-01
34.891	1.612E-01	1.290E-01	5.159E-01
34.851	1.605E-01	1.284E-01	5.136E-01
34.850	1.591E-01	1.273E-01	5.091E-01
34.810	1.577E-01	1.262E-01	5.046E-01
34.810	1.570E-01	1.256E-01	5.024E-01
34.730	1.542E-01	1.234E-01	4.934E-01
34.690	1.528E-01	1.222E-01	4.889E-01
34.690	1.521E-01	1.217E-01	4.867E-01
34.688	1.493E-01	1.194E-01	4.777E-01
34.687	1.458E-01	1.166E-01	4.664E-01
34.607	1.437E-01	1.149E-01	4.597E-01
34.606	1.422E-01	1.138E-01	4.552E-01
34.605	1.401E-01	1.121E-01	4.484E-01
34.604	1.380E-01	1.104E-01	4.417E-01
34.603	1.359E-01	1.087E-01	4.349E-01
34.564	1.345E-01	1.076E-01	4.305E-01
34.524	1.331E-01	1.065E-01	4.260E-01
34.523	1.317E-01	1.054E-01	4.215E-01
34.483	1.303E-01	1.042E-01	4.170E-01
34.482	1.282E-01	1.026E-01	4.102E-01
34.412	1.238E-01	9.903E-02	3.961E-01
34.411	1.246E-01	9.970E-02	3.988E-01
34.360	1.205E-01	9.638E-02	3.855E-01
34.358	1.217E-01	9.738E-02	3.895E-01
34.308	1.176E-01	9.406E-02	3.762E-01
34.256	1.143E-01	9.141E-02	3.656E-01
34.253	1.167E-01	9.340E-02	3.736E-01
34.204	1.105E-01	8.842E-02	3.537E-01
34.202	1.126E-01	9.008E-02	3.603E-01
