alt_km	edep_ktkm	edepmin_ktkm	edepmax_ktkm
34.148	1.105E-01	8.843E-02	3.537E-01
34.094	1.089E-01	8.710E-02	3.484E-01
34.090	1.122E-01	8.976E-02	3.590E-01
34.032	1.134E-01	9.075E-02	3.630E-01
34.026	1.180E-01	9.440E-02	3.776E-01
34.024	1.197E-01	9.573E-02	3.829E-01
34.022	1.213E-01	9.706E-02	3.882E-01
34.019	1.234E-01	9.872E-02	3.949E-01
34.014	1.360E-01	1.088E-01	4.352E-01
34.013	1.339E-01	1.071E-01	4.284E-01
34.012	1.318E-01	1.054E-01	4.217E-01
34.011	1.297E-01	1.037E-01	4.149E-01
34.010	1.283E-01	1.026E-01	4.104E-01
34.009	1.261E-01	1.009E-01	4.037E-01
33.975	1.381E-01	1.105E-01	4.419E-01
33.975	1.147E-01	9.175E-02	3.670E-01
33.972	1.163E-01	9.308E-02	3.723E-01
33.936	1.388E-01	1.111E-01	4.442E-01
33.898	1.416E-01	1.133E-01	4.532E-01
33.861	1.466E-01	1.172E-01	4.690E-01
33.861	1.452E-01	1.161E-01	4.645E-01
33.820	1.430E-01	1.144E-01	4.578E-01
33.784	1.501E-01	1.201E-01	4.803E-01
33.783	1.480E-01	1.184E-01	4.735E-01
33.747	1.543E-01	1.234E-01	4.938E-01
33.746	1.522E-01	1.218E-01	4.870E-01
33.708	1.557E-01	1.246E-01	4.983E-01
33.670	1.571E-01	1.257E-01	5.028E-01
33.592	1.592E-01	1.274E-01	5.096E-01
33.557	1.677E-01	1.342E-01	5.366E-01
33.556	1.670E-01	1.336E-01	5.344E-01
33.555	1.649E-01	1.319E-01	5.276E-01
33.554	1.628E-01	1.302E-01	5.209E-01
33.554	1.607E-01	1.285E-01	5.141E-01
33.441	1.726E-01	1.381E-01	5.524E-01
33.440	1.705E-01	1.364E-01	5.457E-01
33.406	1.818E-01	1.454E-01	5.817E-01
33.405	1.797E-01	1.437E-01	5.749E-01
33.404	1.769E-01	1.415E-01	5.659E-01
33.403	1.740E-01	1.392E-01	5.569E-01
33.368	1.839E-01	1.471E-01	5.884E-01
33.364	1.762E-01	1.409E-01	5.637E-01
33.329	1.853E-01	1.482E-01	5.930E-01
33.293	1.923E-01	1.539E-01	6.155E-01
33.291	1.867E-01	1.494E-01	5.975E-01
33.261	2.064E-01	1.651E-01	6.605E-01
33.260	2.043E-01	1.634E-01	6.538E-01
33.259	2.029E-01	1.623E-01	6.493E-01
33.258	2.008E-01	1.606E-01	6.425E-01
33.256	1.973E-01	1.578E-01	6.312E-01
33.255	1.952E-01	1.561E-01	6.245E-01
33.253	1.909E-01	1.527E-01	6.110E-01
33.252	1.888E-01	1.511E-01	6.042E-01
33.223	2.106E-01	1.685E-01	6.740E-01
33.222	2.085E-01	1.668E-01	6.673E-01
33.187	2.177E-01	1.741E-01	6.965E-01
33.186	2.156E-01	1.724E-01	6.898E-01
33.186	2.142E-01	1.713E-01	6.853E-01
33.185	2.120E-01	1.696E-01	6.785E-01
33.149	2.205E-01	1.764E-01	7.056E-01
33.149	2.191E-01	1.753E-01	7.011E-01
33.111	2.233E-01	1.786E-01	7.146E-01
33.111	2.219E-01	1.775E-01	7.101E-01
33.081	2.430E-01	1.944E-01	7.776E-01
33.080	2.409E-01	1.927E-01	7.708E-01
33.077	2.339E-01	1.871E-01	7.483E-01
33.076	2.317E-01	1.854E-01	7.416E-01
33.075	2.296E-01	1.837E-01	7.348E-01
33.074	2.268E-01	1.815E-01	7.258E-01
33.073	2.254E-01	1.803E-01	7.213E-01
33.047	2.528E-01	2.023E-01	8.091E-01
33.046	2.507E-01	2.006E-01	8.024E-01
33.045	2.486E-01	1.989E-01	7.956E-01
33.043	2.451E-01	1.961E-01	7.844E-01
33.040	2.388E-01	1.910E-01	7.641E-01
33.039	2.360E-01	1.888E-01	7.551E-01
33.013	2.641E-01	2.113E-01	8.451E-01
33.011	2.613E-01	2.090E-01	8.361E-01
33.010	2.592E-01	2.073E-01	8.294E-01
33.009	2.571E-01	2.057E-01	8.226E-01
33.008	2.550E-01	2.040E-01	8.159E-01
32.985	2.894E-01	2.315E-01	9.262E-01
32.984	2.859E-01	2.287E-01	9.149E-01
32.983	2.838E-01	2.270E-01	9.082E-01
32.978	2.747E-01	2.197E-01	8.789E-01
32.977	2.711E-01	2.169E-01	8.677E-01
32.976	2.690E-01	2.152E-01	8.609E-01
32.974	2.662E-01	2.130E-01	8.519E-01
32.956	3.098E-01	2.479E-01	9.914E-01
32.955	3.077E-01	2.462E-01	9.847E-01
32.954	3.056E-01	2.445E-01	9.779E-01
32.953	3.035E-01	2.428E-01	9.712E-01
32.949	2.951E-01	2.360E-01	9.442E-01
32.948	2.936E-01	2.349E-01	9.397E-01
32.947	2.915E-01	2.332E-01	9.329E-01
32.945	2.873E-01	2.299E-01	9.194E-01
32.942	2.810E-01	2.248E-01	8.992E-01
32.940	2.775E-01	2.220E-01	8.879E-01
32.921	3.204E-01	2.563E-01	1.025E+00
32.920	3.176E-01	2.540E-01	1.016E+00
32.920	3.169E-01	2.535E-01	1.014E+00
32.918	3.140E-01	2.512E-01	1.005E+00
32.917	3.119E-01	2.495E-01	9.982E-01
32.912	3.007E-01	2.405E-01	9.622E-01
32.911	2.993E-01	2.394E-01	9.577E-01
32.911	2.979E-01	2.383E-01	9.532E-01
32.890	3.366E-01	2.692E-01	1.077E+00
32.888	3.337E-01	2.670E-01	1.068E+00
32.888	3.323E-01	2.659E-01	1.063E+00
32.887	3.302E-01	2.642E-01	1.057E+00
32.885	3.274E-01	2.619E-01	1.048E+00
32.885	3.260E-01	2.608E-01	1.043E+00
32.883	3.232E-01	2.586E-01	1.034E+00
32.859	3.555E-01	2.844E-01	1.138E+00
32.858	3.541E-01	2.833E-01	1.133E+00
32.858	3.527E-01	2.822E-01	1.129E+00
32.856	3.499E-01	2.799E-01	1.120E+00
32.855	3.471E-01	2.777E-01	1.111E+00
32.854	3.450E-01	2.760E-01	1.104E+00
32.853	3.422E-01	2.737E-01	1.095E+00
32.852	3.408E-01	2.726E-01	1.090E+00
32.851	3.387E-01	2.709E-01	1.084E+00
32.825	3.675E-01	2.940E-01	1.176E+00
32.822	3.605E-01	2.884E-01	1.154E+00
32.821	3.577E-01	2.861E-01	1.145E+00
32.798	3.935E-01	3.148E-01	1.259E+00
32.797	3.907E-01	3.126E-01	1.250E+00
32.796	3.893E-01	3.114E-01	1.246E+00
32.796	3.879E-01	3.103E-01	1.241E+00
32.795	3.858E-01	3.086E-01	1.235E+00
32.793	3.830E-01	3.064E-01	1.226E+00
32.793	3.816E-01	3.053E-01	1.221E+00
32.792	3.795E-01	3.036E-01	1.214E+00
32.791	3.774E-01	3.019E-01	1.208E+00
32.789	3.745E-01	2.996E-01	1.199E+00
32.789	3.731E-01	2.985E-01	1.194E+00
32.788	3.710E-01	2.968E-01	1.187E+00
32.785	3.654E-01	2.923E-01	1.169E+00
32.785	3.640E-01	2.912E-01	1.165E+00
32.767	4.097E-01	3.278E-01	1.311E+00
32.766	4.083E-01	3.266E-01	1.307E+00
32.765	4.062E-01	3.250E-01	1.300E+00
32.764	4.041E-01	3.233E-01	1.293E+00
32.763	4.020E-01	3.216E-01	1.286E+00
32.762	4.006E-01	3.205E-01	1.282E+00
32.761	3.985E-01	3.188E-01	1.275E+00
32.761	3.970E-01	3.176E-01	1.271E+00
32.760	3.949E-01	3.160E-01	1.264E+00
32.736	4.280E-01	3.424E-01	1.370E+00
32.734	4.238E-01	3.390E-01	1.356E+00
32.733	4.217E-01	3.373E-01	1.349E+00
32.732	4.203E-01	3.362E-01	1.345E+00
32.731	4.182E-01	3.345E-01	1.338E+00
32.730	4.160E-01	3.328E-01	1.331E+00
32.729	4.139E-01	3.311E-01	1.325E+00
32.728	4.111E-01	3.289E-01	1.316E+00
32.707	4.491E-01	3.593E-01	1.437E+00
32.702	4.393E-01	3.514E-01	1.406E+00
32.701	4.378E-01	3.503E-01	1.401E+00
32.701	4.364E-01	3.492E-01	1.397E+00
32.700	4.350E-01	3.480E-01	1.392E+00
32.699	4.329E-01	3.463E-01	1.385E+00
32.698	4.308E-01	3.447E-01	1.379E+00
32.697	4.294E-01	3.435E-01	1.374E+00
32.696	4.266E-01	3.413E-01	1.365E+00
32.695	4.245E-01	3.396E-01	1.358E+00
32.669	4.533E-01	3.627E-01	1.451E+00
32.669	4.519E-01	3.615E-01	1.446E+00
32.668	4.512E-01	3.610E-01	1.444E+00
32.666	4.470E-01	3.576E-01	1.430E+00
32.665	4.449E-01	3.559E-01	1.424E+00
32.664	4.428E-01	3.542E-01	1.417E+00
32.664	4.414E-01	3.531E-01	1.412E+00
32.637	4.681E-01	3.745E-01	1.498E+00
32.636	4.667E-01	3.733E-01	1.493E+00
32.635	4.646E-01	3.717E-01	1.487E+00
32.634	4.618E-01	3.694E-01	1.478E+00
32.633	4.590E-01	3.672E-01	1.469E+00
32.632	4.575E-01	3.660E-01	1.464E+00
32.631	4.554E-01	3.643E-01	1.457E+00
32.600	4.723E-01	3.779E-01	1.511E+00
32.599	4.702E-01	3.762E-01	1.505E+00
32.594	4.604E-01	3.683E-01	1.473E+00
32.561	4.737E-01	3.790E-01	1.516E+00
32.525	4.801E-01	3.840E-01	1.536E+00
32.523	4.765E-01	3.812E-01	1.525E+00
32.488	4.850E-01	3.880E-01	1.552E+00
32.487	4.829E-01	3.863E-01	1.545E+00
32.485	4.787E-01	3.829E-01	1.532E+00
32.460	5.096E-01	4.077E-01	1.631E+00
32.455	4.991E-01	3.992E-01	1.597E+00
32.454	4.962E-01	3.970E-01	1.588E+00
32.453	4.941E-01	3.953E-01	1.581E+00
32.451	4.913E-01	3.931E-01	1.572E+00
32.450	4.892E-01	3.914E-01	1.565E+00
32.450	4.878E-01	3.902E-01	1.561E+00
32.426	5.209E-01	4.167E-01	1.667E+00
32.425	5.188E-01	4.150E-01	1.660E+00
32.424	5.166E-01	4.133E-01	1.653E+00
32.423	5.138E-01	4.111E-01	1.644E+00
32.422	5.117E-01	4.094E-01	1.638E+00
32.419	5.061E-01	4.049E-01	1.620E+00
32.417	5.026E-01	4.021E-01	1.608E+00
32.390	5.279E-01	4.223E-01	1.689E+00
32.388	5.244E-01	4.195E-01	1.678E+00
32.388	5.230E-01	4.184E-01	1.674E+00
32.365	5.581E-01	4.465E-01	1.786E+00
32.364	5.560E-01	4.448E-01	1.779E+00
32.363	5.539E-01	4.431E-01	1.773E+00
32.362	5.518E-01	4.415E-01	1.766E+00
32.361	5.497E-01	4.398E-01	1.759E+00
32.360	5.476E-01	4.381E-01	1.752E+00
32.359	5.448E-01	4.358E-01	1.743E+00
32.358	5.427E-01	4.341E-01	1.737E+00
32.357	5.406E-01	4.324E-01	1.730E+00
32.355	5.377E-01	4.302E-01	1.721E+00
32.354	5.349E-01	4.279E-01	1.712E+00
32.353	5.335E-01	4.268E-01	1.707E+00
32.352	5.307E-01	4.246E-01	1.698E+00
32.336	5.807E-01	4.645E-01	1.858E+00
32.333	5.736E-01	4.589E-01	1.836E+00
32.328	5.631E-01	4.505E-01	1.802E+00
32.327	5.603E-01	4.482E-01	1.793E+00
32.298	5.828E-01	4.662E-01	1.865E+00
32.296	5.778E-01	4.623E-01	1.849E+00
32.295	5.757E-01	4.606E-01	1.842E+00
32.292	5.708E-01	4.566E-01	1.827E+00
32.290	5.666E-01	4.533E-01	1.813E+00
32.265	5.968E-01	4.775E-01	1.910E+00
32.264	5.947E-01	4.758E-01	1.903E+00
32.263	5.926E-01	4.741E-01	1.896E+00
32.262	5.905E-01	4.724E-01	1.890E+00
32.261	5.870E-01	4.696E-01	1.878E+00
32.260	5.856E-01	4.685E-01	1.874E+00
32.229	6.032E-01	4.825E-01	1.930E+00
32.227	5.997E-01	4.797E-01	1.919E+00
32.191	6.067E-01	4.854E-01	1.941E+00
32.190	6.046E-01	4.837E-01	1.935E+00
32.153	6.081E-01	4.865E-01	1.946E+00
32.115	6.116E-01	4.893E-01	1.957E+00
32.114	6.088E-01	4.870E-01	1.948E+00
32.076	6.116E-01	4.893E-01	1.957E+00
32.035	6.095E-01	4.876E-01	1.950E+00
32.034	6.067E-01	4.854E-01	1.941E+00
32.033	6.046E-01	4.837E-01	1.935E+00
32.032	6.032E-01	4.826E-01	1.930E+00
32.032	6.018E-01	4.814E-01	1.926E+00
32.031	5.997E-01	4.797E-01	1.919E+00
32.030	5.983E-01	4.786E-01	1.914E+00
32.029	5.955E-01	4.764E-01	1.905E+00
31.950	5.948E-01	4.758E-01	1.903E+00
31.946	5.856E-01	4.685E-01	1.874E+00
31.910	5.927E-01	4.741E-01	1.897E+00
31.908	5.898E-01	4.719E-01	1.888E+00
31.905	5.835E-01	4.668E-01	1.867E+00
31.904	5.807E-01	4.646E-01	1.858E+00
31.864	5.786E-01	4.629E-01	1.852E+00
31.863	5.765E-01	4.612E-01	1.845E+00
31.855	5.603E-01	4.483E-01	1.793E+00
31.854	5.582E-01	4.466E-01	1.786E+00
31.822	5.744E-01	4.595E-01	1.838E+00
31.821	5.716E-01	4.573E-01	1.829E+00
31.820	5.702E-01	4.561E-01	1.825E+00
31.819	5.674E-01	4.539E-01	1.816E+00
31.818	5.652E-01	4.522E-01	1.809E+00
31.817	5.638E-01	4.511E-01	1.804E+00
31.814	5.561E-01	4.449E-01	1.780E+00
31.772	5.519E-01	4.415E-01	1.766E+00
31.771	5.498E-01	4.398E-01	1.759E+00
31.770	5.470E-01	4.376E-01	1.750E+00
31.769	5.449E-01	4.359E-01	1.744E+00
31.766	5.385E-01	4.308E-01	1.723E+00
31.765	5.371E-01	4.297E-01	1.719E+00
31.764	5.343E-01	4.274E-01	1.710E+00
31.729	5.427E-01	4.342E-01	1.737E+00
31.728	5.406E-01	4.325E-01	1.730E+00
31.724	5.322E-01	4.258E-01	1.703E+00
31.723	5.301E-01	4.241E-01	1.696E+00
31.683	5.287E-01	4.229E-01	1.692E+00
31.681	5.252E-01	4.201E-01	1.681E+00
31.680	5.224E-01	4.179E-01	1.672E+00
31.679	5.210E-01	4.168E-01	1.667E+00
31.678	5.181E-01	4.145E-01	1.658E+00
31.677	5.160E-01	4.128E-01	1.651E+00
31.676	5.139E-01	4.111E-01	1.645E+00
31.675	5.118E-01	4.094E-01	1.638E+00
31.674	5.104E-01	4.083E-01	1.633E+00
31.673	5.090E-01	4.072E-01	1.629E+00
31.633	5.076E-01	4.061E-01	1.624E+00
31.628	4.956E-01	3.965E-01	1.586E+00
31.626	4.914E-01	3.931E-01	1.573E+00
31.625	4.900E-01	3.920E-01	1.568E+00
31.624	4.879E-01	3.903E-01	1.561E+00
31.594	5.069E-01	4.055E-01	1.622E+00
31.593	5.055E-01	4.044E-01	1.618E+00
31.592	5.041E-01	4.033E-01	1.613E+00
31.592	5.027E-01	4.021E-01	1.609E+00
31.591	5.006E-01	4.005E-01	1.602E+00
31.590	4.992E-01	3.993E-01	1.597E+00
31.589	4.978E-01	3.982E-01	1.593E+00
31.587	4.935E-01	3.948E-01	1.579E+00
31.584	4.858E-01	3.886E-01	1.555E+00
31.582	4.830E-01	3.864E-01	1.546E+00
31.582	4.816E-01	3.853E-01	1.541E+00
31.541	4.795E-01	3.836E-01	1.534E+00
31.540	4.774E-01	3.819E-01	1.528E+00
31.539	4.753E-01	3.802E-01	1.521E+00
31.538	4.724E-01	3.780E-01	1.512E+00
31.537	4.696E-01	3.757E-01	1.503E+00
31.536	4.675E-01	3.740E-01	1.496E+00
31.535	4.654E-01	3.723E-01	1.489E+00
31.533	4.626E-01	3.701E-01	1.480E+00
31.532	4.605E-01	3.684E-01	1.474E+00
31.531	4.577E-01	3.661E-01	1.465E+00
31.491	4.563E-01	3.650E-01	1.460E+00
31.485	4.429E-01	3.543E-01	1.417E+00
31.484	4.401E-01	3.521E-01	1.408E+00
31.483	4.380E-01	3.504E-01	1.402E+00
31.482	4.359E-01	3.487E-01	1.395E+00
31.451	4.549E-01	3.639E-01	1.456E+00
31.450	4.521E-01	3.616E-01	1.447E+00
31.449	4.492E-01	3.594E-01	1.438E+00
31.447	4.457E-01	3.566E-01	1.426E+00
31.442	4.345E-01	3.476E-01	1.390E+00
31.402	4.331E-01	3.465E-01	1.386E+00
31.400	4.289E-01	3.431E-01	1.372E+00
31.399	4.267E-01	3.414E-01	1.366E+00
31.396	4.204E-01	3.363E-01	1.345E+00
31.395	4.183E-01	3.346E-01	1.339E+00
31.394	4.162E-01	3.330E-01	1.332E+00
31.393	4.141E-01	3.313E-01	1.325E+00
31.391	4.113E-01	3.290E-01	1.316E+00
31.390	4.092E-01	3.273E-01	1.309E+00
31.389	4.071E-01	3.256E-01	1.303E+00
31.388	4.049E-01	3.240E-01	1.296E+00
31.361	4.310E-01	3.448E-01	1.379E+00
31.358	4.246E-01	3.397E-01	1.359E+00
31.357	4.225E-01	3.380E-01	1.352E+00
31.348	4.028E-01	3.223E-01	1.289E+00
31.346	3.986E-01	3.189E-01	1.276E+00
31.340	3.867E-01	3.093E-01	1.237E+00
31.340	3.853E-01	3.082E-01	1.233E+00
31.339	3.832E-01	3.065E-01	1.226E+00
31.308	4.007E-01	3.206E-01	1.282E+00
31.306	3.965E-01	3.172E-01	1.269E+00
31.305	3.944E-01	3.155E-01	1.262E+00
31.304	3.923E-01	3.138E-01	1.255E+00
31.303	3.909E-01	3.127E-01	1.251E+00
31.302	3.888E-01	3.110E-01	1.244E+00
31.299	3.818E-01	3.054E-01	1.222E+00
31.259	3.804E-01	3.043E-01	1.217E+00
31.253	3.677E-01	2.942E-01	1.177E+00
31.251	3.649E-01	2.919E-01	1.168E+00
31.250	3.621E-01	2.897E-01	1.159E+00
31.218	3.775E-01	3.020E-01	1.208E+00
31.217	3.747E-01	2.998E-01	1.199E+00
31.216	3.726E-01	2.981E-01	1.192E+00
31.214	3.691E-01	2.953E-01	1.181E+00
31.210	3.607E-01	2.885E-01	1.154E+00
31.169	3.579E-01	2.863E-01	1.145E+00
31.169	3.565E-01	2.852E-01	1.141E+00
31.165	3.494E-01	2.795E-01	1.118E+00
31.164	3.473E-01	2.778E-01	1.111E+00
31.163	3.445E-01	2.756E-01	1.102E+00
31.162	3.417E-01	2.733E-01	1.093E+00
31.160	3.389E-01	2.711E-01	1.084E+00
31.128	3.536E-01	2.829E-01	1.132E+00
31.127	3.522E-01	2.818E-01	1.127E+00
31.127	3.508E-01	2.807E-01	1.123E+00
31.119	3.354E-01	2.683E-01	1.073E+00
31.112	3.192E-01	2.553E-01	1.021E+00
31.079	3.333E-01	2.666E-01	1.066E+00
31.078	3.304E-01	2.644E-01	1.057E+00
31.076	3.276E-01	2.621E-01	1.048E+00
31.075	3.241E-01	2.593E-01	1.037E+00
31.074	3.220E-01	2.576E-01	1.030E+00
31.072	3.171E-01	2.537E-01	1.015E+00
31.070	3.143E-01	2.514E-01	1.006E+00
31.070	3.129E-01	2.503E-01	1.001E+00
31.029	3.108E-01	2.486E-01	9.944E-01
31.029	3.093E-01	2.475E-01	9.899E-01
30.988	3.072E-01	2.458E-01	9.832E-01
30.987	3.051E-01	2.441E-01	9.764E-01
30.986	3.023E-01	2.419E-01	9.674E-01
30.985	3.009E-01	2.407E-01	9.629E-01
30.984	2.981E-01	2.385E-01	9.539E-01
30.983	2.960E-01	2.368E-01	9.472E-01
30.982	2.946E-01	2.357E-01	9.427E-01
30.942	2.932E-01	2.345E-01	9.382E-01
30.942	2.918E-01	2.334E-01	9.337E-01
30.902	2.904E-01	2.323E-01	9.292E-01
30.901	2.883E-01	2.306E-01	9.225E-01
30.900	2.862E-01	2.289E-01	9.157E-01
30.899	2.840E-01	2.272E-01	9.090E-01
30.897	2.812E-01	2.250E-01	9.000E-01
30.896	2.784E-01	2.227E-01	8.909E-01
30.895	2.770E-01	2.216E-01	8.864E-01
30.855	2.756E-01	2.205E-01	8.820E-01
30.815	2.735E-01	2.188E-01	8.752E-01
30.814	2.721E-01	2.177E-01	8.707E-01
30.813	2.693E-01	2.154E-01	8.617E-01
30.812	2.679E-01	2.143E-01	8.572E-01
30.812	2.665E-01	2.132E-01	8.527E-01
30.811	2.651E-01	2.121E-01	8.482E-01
30.810	2.637E-01	2.109E-01	8.437E-01
30.810	2.623E-01	2.098E-01	8.392E-01
30.809	2.609E-01	2.087E-01	8.347E-01
30.769	2.602E-01	2.081E-01	8.325E-01
30.769	2.587E-01	2.070E-01	8.280E-01
30.726	2.524E-01	2.019E-01	8.077E-01
30.725	2.503E-01	2.002E-01	8.010E-01
30.724	2.482E-01	1.986E-01	7.942E-01
30.689	2.559E-01	2.048E-01	8.190E-01
30.688	2.538E-01	2.031E-01	8.123E-01
30.684	2.461E-01	1.969E-01	7.875E-01
30.644	2.447E-01	1.958E-01	7.830E-01
30.643	2.433E-01	1.946E-01	7.785E-01
30.641	2.384E-01	1.907E-01	7.628E-01
30.640	2.363E-01	1.890E-01	7.560E-01
30.639	2.334E-01	1.868E-01	7.470E-01
30.603	2.412E-01	1.929E-01	7.718E-01
30.599	2.327E-01	1.862E-01	7.448E-01
30.559	2.313E-01	1.851E-01	7.403E-01
30.555	2.236E-01	1.789E-01	7.155E-01
30.554	2.215E-01	1.772E-01	7.088E-01
30.553	2.194E-01	1.755E-01	7.020E-01
30.553	2.180E-01	1.744E-01	6.975E-01
30.552	2.159E-01	1.727E-01	6.908E-01
30.551	2.138E-01	1.710E-01	6.840E-01
30.519	2.299E-01	1.840E-01	7.358E-01
30.518	2.278E-01	1.823E-01	7.291E-01
30.517	2.264E-01	1.811E-01	7.246E-01
30.517	2.250E-01	1.800E-01	7.201E-01
30.511	2.124E-01	1.699E-01	6.796E-01
30.511	2.117E-01	1.693E-01	6.773E-01
30.470	2.096E-01	1.676E-01	6.706E-01
30.468	2.053E-01	1.643E-01	6.571E-01
30.467	2.025E-01	1.620E-01	6.481E-01
30.466	2.004E-01	1.603E-01	6.413E-01
30.465	1.976E-01	1.581E-01	6.323E-01
30.464	1.955E-01	1.564E-01	6.256E-01
30.430	2.074E-01	1.660E-01	6.638E-01
30.423	1.927E-01	1.541E-01	6.166E-01
30.382	1.899E-01	1.519E-01	6.076E-01
30.382	1.885E-01	1.508E-01	6.031E-01
30.380	1.857E-01	1.485E-01	5.941E-01
30.379	1.835E-01	1.468E-01	5.873E-01
30.378	1.807E-01	1.446E-01	5.783E-01
30.377	1.779E-01	1.423E-01	5.693E-01
30.375	1.751E-01	1.401E-01	5.603E-01
30.374	1.723E-01	1.378E-01	5.513E-01
30.373	1.709E-01	1.367E-01	5.468E-01
30.372	1.681E-01	1.345E-01	5.378E-01
30.332	1.660E-01	1.328E-01	5.311E-01
30.327	1.554E-01	1.243E-01	4.973E-01
30.325	1.526E-01	1.221E-01	4.883E-01
30.324	1.505E-01	1.204E-01	4.816E-01
30.324	1.491E-01	1.193E-01	4.771E-01
30.323	1.470E-01	1.176E-01	4.703E-01
30.322	1.449E-01	1.159E-01	4.636E-01
30.292	1.646E-01	1.317E-01	5.266E-01
30.290	1.603E-01	1.283E-01	5.131E-01
30.288	1.575E-01	1.260E-01	5.041E-01
30.288	1.568E-01	1.255E-01	5.019E-01
30.281	1.421E-01	1.137E-01	4.546E-01
30.280	1.400E-01	1.120E-01	4.479E-01
30.279	1.371E-01	1.097E-01	4.388E-01
30.251	1.625E-01	1.300E-01	5.199E-01
30.238	1.350E-01	1.080E-01	4.321E-01
30.237	1.322E-01	1.058E-01	4.231E-01
30.236	1.301E-01	1.041E-01	4.164E-01
30.235	1.280E-01	1.024E-01	4.096E-01
30.234	1.266E-01	1.013E-01	4.051E-01
30.233	1.245E-01	9.959E-02	3.984E-01
30.193	1.231E-01	9.847E-02	3.939E-01
30.188	1.125E-01	9.003E-02	3.601E-01
30.187	1.090E-01	8.722E-02	3.489E-01
30.185	1.055E-01	8.440E-02	3.376E-01
30.184	1.034E-01	8.272E-02	3.309E-01
30.153	1.217E-01	9.735E-02	3.894E-01
30.153	1.203E-01	9.622E-02	3.849E-01
30.151	1.175E-01	9.397E-02	3.759E-01
30.150	1.154E-01	9.228E-02	3.691E-01
30.150	1.139E-01	9.116E-02	3.646E-01
30.148	1.104E-01	8.835E-02	3.534E-01
30.144	1.020E-01	8.159E-02	3.264E-01
30.064	9.989E-02	7.991E-02	3.197E-01
30.063	9.708E-02	7.766E-02	3.107E-01
30.062	9.497E-02	7.598E-02	3.039E-01
30.061	9.216E-02	7.373E-02	2.949E-01
30.060	9.005E-02	7.204E-02	2.882E-01
30.020	8.794E-02	7.035E-02	2.814E-01
30.019	8.654E-02	6.923E-02	2.769E-01
29.979	8.443E-02	6.755E-02	2.702E-01
29.977	8.162E-02	6.530E-02	2.612E-01
29.937	7.951E-02	6.361E-02	2.544E-01
29.936	7.811E-02	6.249E-02	2.499E-01
29.935	7.600E-02	6.080E-02	2.432E-01
29.895	7.460E-02	5.968E-02	2.387E-01
29.895	7.319E-02	5.855E-02	2.342E-01
29.894	7.108E-02	5.686E-02	2.275E-01
29.893	6.967E-02	5.574E-02	2.230E-01
29.892	6.827E-02	5.461E-02	2.185E-01
29.852	6.616E-02	5.293E-02	2.117E-01
29.773	6.477E-02	5.181E-02	2.072E-01
29.772	6.336E-02	5.069E-02	2.027E-01
29.771	6.195E-02	4.956E-02	1.982E-01
29.732	6.125E-02	4.900E-02	1.960E-01
29.692	5.985E-02	4.788E-02	1.915E-01
29.612	5.775E-02	4.620E-02	1.848E-01
29.572	5.705E-02	4.564E-02	1.826E-01
29.532	5.565E-02	4.452E-02	1.781E-01
29.492	5.425E-02	4.340E-02	1.736E-01
29.413	5.285E-02	4.228E-02	1.691E-01
29.412	5.074E-02	4.059E-02	1.624E-01
29.411	4.934E-02	3.947E-02	1.579E-01
29.411	4.793E-02	3.834E-02	1.534E-01
29.371	4.653E-02	3.722E-02	1.489E-01
29.370	4.583E-02	3.666E-02	1.466E-01
29.330	4.372E-02	3.498E-02	1.399E-01
29.330	4.302E-02	3.441E-02	1.377E-01
29.290	4.162E-02	3.329E-02	1.332E-01
29.289	4.021E-02	3.217E-02	1.287E-01
29.249	3.881E-02	3.105E-02	1.242E-01
29.249	3.810E-02	3.048E-02	1.219E-01
29.209	3.670E-02	2.936E-02	1.174E-01
29.208	3.530E-02	2.824E-02	1.129E-01
29.208	3.389E-02	2.711E-02	1.084E-01
29.167	3.178E-02	2.543E-02	1.017E-01
29.127	3.038E-02	2.431E-02	9.722E-02
29.127	2.898E-02	2.318E-02	9.272E-02
29.126	2.827E-02	2.262E-02	9.047E-02
29.126	2.687E-02	2.149E-02	8.597E-02
29.125	2.546E-02	2.037E-02	8.147E-02
29.124	2.405E-02	1.924E-02	7.697E-02
29.045	2.195E-02	1.756E-02	7.025E-02
29.043	1.844E-02	1.475E-02	5.900E-02
29.004	1.985E-02	1.588E-02	6.352E-02
29.003	1.633E-02	1.307E-02	5.226E-02
28.963	1.493E-02	1.194E-02	4.778E-02
28.923	1.353E-02	1.082E-02	4.329E-02
28.922	1.212E-02	9.698E-03	3.879E-02
28.882	1.142E-02	9.139E-03	3.656E-02
28.843	1.073E-02	8.580E-03	3.432E-02
28.763	9.328E-03	7.463E-03	2.985E-02
28.763	7.922E-03	6.338E-03	2.535E-02
28.684	7.228E-03	5.783E-03	2.313E-02
28.644	5.826E-03	4.661E-03	1.864E-02
28.603	3.722E-03	2.977E-03	1.191E-02
28.564	3.023E-03	2.418E-03	9.674E-03
28.485	1.626E-03	1.301E-03	5.203E-03
28.406	1.635E-03	1.308E-03	5.233E-03
28.327	9.415E-04	7.532E-04	3.013E-03
